id,neighborhood,advertiser,title,category,search_keyword,rating,reviews_count,lat,lng,address,reward,discountPercentage,actionText,imageUrl
391,حي السليمانية,مسخن بلدنا,مسخن بلدنا,عام,بوفيه,4.7,1367,24.7103542,46.6979249,"عبدالله بن رواحة، 7569 العبيلة RHSB7569، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
392,حي السليمانية,فندق حياة بلايس الرياض للحفلات الخارجية,فندق حياة بلايس الرياض للحفلات الخارجية,عام,بوفيه,4.8,15,24.7063516,46.7103668,"تركي بن عبدالله ال سعود، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
393,حي السليمانية,بيادر القدس,بيادر القدس,عام,بوفيه,4.3,3838,24.7077501,46.6993125,"7241 عبدالله بن رواحة، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
394,حي السليمانية,بوفية وجبات سريعة,بوفية وجبات سريعة,عام,بوفيه,3.7,56,24.6982563,46.713147,"7668-7688 شارع الأمير عبدالعزيز بن مساعد بن جلوي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
395,حي السليمانية,بوفية العجلان,بوفية العجلان,عام,بوفيه,3.5,41,24.700026,46.6803935,"8376 رقم 62، 2826، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
396,حي السليمانية,بوفية,بوفية,عام,بوفيه,3.5,62,24.6950403,46.7214152,"MPWC+2H8 حي, شارع ابن كثير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
397,حي السليمانية,صباح الكبدة ( حي الوزارات ),صباح الكبدة ( حي الوزارات ),عام,بوفيه,4.2,246,24.6818674,46.7119648,"3194 البراء بن عازب، الوزارات، الرياض 12622 7882، 12622، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
398,حي السليمانية,Fastfood buffet بوفية للوجبات السريعة,Fastfood buffet بوفية للوجبات السريعة,عام,بوفيه,3.2,29,24.6997935,46.6801795,"MMXJ+W37، وادي أول، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
399,حي السليمانية,بوفية حسن الفاتك,بوفية حسن الفاتك,عام,بوفيه,4.4,56,24.7055614,46.6861041,"شارع موسى بن نصير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
400,حي السليمانية,لابراسيري كافيه,لابراسيري كافيه,عام,بوفيه,4.6,879,24.6904438,46.6840971,"طريق الملك فهد، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
401,حي السليمانية,ستِيك هاوس,ستِيك هاوس,عام,بوفيه,4.5,12730,24.6938075,46.697683,"MMVX+G38, Prince Sultan lbn Abdul Aziz Rd., Al Olaya Talateen, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
402,حي السليمانية,بوفية الصفا,بوفية الصفا,عام,بوفيه,3.2,18,24.6947795,46.6831009,"3136 رقم 50، العليا، الرياض 12212",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
403,حي السليمانية,ماسة للبوفيهات والحفلات الخارجية,ماسة للبوفيهات والحفلات الخارجية,عام,بوفيه,4,1,24.7035165,46.6798635,"مركز النمر، شارع العليا،، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
404,حي السليمانية,CHICK BUN,CHICK BUN,عام,بوفيه,3.7,75,24.6847139,46.6900086,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
405,حي السليمانية,بوفيه علي عبد الرحمن خواجي للوجبات السريعة,بوفيه علي عبد الرحمن خواجي للوجبات السريعة,عام,بوفيه,4.3,10,24.6785191,46.7093225,"MPH5+9PG حي, المؤذن، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
406,حي السليمانية,دار الأطعمة,دار الأطعمة,عام,بوفيه,4.4,54,24.682806,46.6970691,"طريق مكة المكرمة الفرعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
407,حي السليمانية,مطعم موزرات,مطعم موزرات,عام,بوفيه,3.8,79,24.684061,46.687689,"MMMQ+J3G Holiday Inn Alqasr، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
408,حي السليمانية,بوفية يوسف محمد يوسف المزيني,بوفية يوسف محمد يوسف المزيني,عام,بوفيه,4.6,10,24.6785191,46.7093225,"MPH5+9PG، شارع المؤذن، حي الوزارات، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
409,حي السليمانية,بوفيه محمد عواد العنزي للوجبات السريعة,بوفيه محمد عواد العنزي للوجبات السريعة,عام,بوفيه,3.8,32,24.6961,46.720992,"4218 ابن كثير،, 7424, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
410,حي السليمانية,مقهى ومحمصة وودز,مقهى ومحمصة وودز,عام,مقهى,4.4,6103,24.6982742,46.6832109,"MMXM+78C، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
411,حي السليمانية,مقهى النوفرة,مقهى النوفرة,عام,مقهى,4.5,3443,24.7101303,46.6976689,"4272 عبدالله بن رواحة, 7522، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
412,حي السليمانية,مقهى السلسلة الاولى,مقهى السلسلة الاولى,عام,مقهى,4.7,418,24.681526,46.6916574,"شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
413,حي السليمانية,مقهى ومحمصة بوسكو,مقهى ومحمصة بوسكو,عام,مقهى,4.2,2095,24.6951492,46.6846958,"شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
414,حي السليمانية,مقهى السبعينات,مقهى السبعينات,عام,مقهى,4.5,751,24.6866233,46.6889695,"شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
415,حي السليمانية,مقهى كولما,مقهى كولما,عام,مقهى,4.4,536,24.7000305,46.6804062,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
416,حي السليمانية,اليت كافيه,اليت كافيه,عام,مقهى,3.9,1123,24.6863469,46.6852464,"بجانب مكتبة الملك فهد الوطنية قبل، برج الفيصلية، طريق الملك فهد الفرعي ابراج التعاونية، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
417,حي السليمانية,عنوان القهوة,عنوان القهوة,عام,مقهى,4.2,716,24.7030558,46.7060643,"شارع الأمير عبدالعزيز بن مساعد بن جلوي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
418,حي السليمانية,داون تاون كافيه,داون تاون كافيه,عام,مقهى,4,870,24.7051535,46.6851317,"شارع موسى بن نصير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
419,حي السليمانية,بيانتا كافيه,بيانتا كافيه,عام,مقهى,3.9,1147,24.7011967,46.6958508,"الامير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
420,حي السليمانية,مقهى التحلية,مقهى التحلية,عام,مقهى,4.2,1064,24.7025392,46.6972955,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
421,حي السليمانية,لايقر كافيه - Liger Cafe,لايقر كافيه - Liger Cafe,عام,مقهى,4.2,1171,24.7047375,46.6839219,"PM3M+VHV، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
422,حي السليمانية,أنواع القهوة,أنواع القهوة,عام,مقهى,4.2,1000,24.6974838,46.6873984,"2353 طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
423,حي السليمانية,لكسرز كافيه Luxarc Cafe,لكسرز كافيه Luxarc Cafe,عام,مقهى,4.5,216,24.6866676,46.6806202,"طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
424,حي السليمانية,ماما بنز كافيه,ماما بنز كافيه,عام,مقهى,4.3,1512,24.6975625,46.6874375,"MMXP+2X، طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
425,حي السليمانية,بيتا د.كيف كافيه,بيتا د.كيف كافيه,عام,مقهى,4.8,204,24.6871173,46.6840663,"طريق الملك فهد، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
426,حي السليمانية,مقهى خطوة ماعز,مقهى خطوة ماعز,عام,مقهى,4,739,24.7007652,46.6819652,"شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
427,حي السليمانية,Lo Gray Coffee & restaurant,Lo Gray Coffee & restaurant,عام,مقهى,4.5,1129,24.7049375,46.6853125,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
428,حي السليمانية,كويارد,كويارد,عام,مقهى,4.2,2929,24.680446,46.706903,"Coyard Coffee Roasters، طريق الملك سعود، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
429,حي السليمانية,حكاوي | hkawi,حكاوي | hkawi,عام,مقهى,4.7,887,24.7044208,46.7035594,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
430,حي السليمانية,الورى كافية,الورى كافية,عام,مقهى,4.3,506,24.7024453,46.6969761,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
431,حي السليمانية,محمصة ومقهى قاف,محمصة ومقهى قاف,عام,مقهى,4.4,1165,24.6867221,46.6889223,"شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
432,حي السليمانية,مقهى درج الياسمين Daraj al yasmin,مقهى درج الياسمين Daraj al yasmin,عام,مقهى,4.6,349,24.7037352,46.681755,"شارع موسى بن النصير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
433,حي السليمانية,ناي كافيه,ناي كافيه,عام,مقهى,3.9,1021,24.7096825,46.7021608,"7477 الامير مشاري بن عبدالعزيز، السليمانية، الرياض 12243 4735،، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
434,حي السليمانية,ايرث كافيه,ايرث كافيه,عام,مقهى,4.7,1085,24.689567,46.6854465,"Mode Mall, طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
435,حي السليمانية,The BUBBLE Tea - Café Français (Sulimaniyah),The BUBBLE Tea - Café Français (Sulimaniyah),عام,مقهى,4.4,706,24.6911901,46.7079884,"2913 شارع ابي بكر الرازي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
436,حي السليمانية,مقهى صح النوم التحلية,مقهى صح النوم التحلية,عام,مقهى,3.9,410,24.701928,46.6916515,"عبد الله بن سليمان الحمدان، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
437,حي السليمانية,Urth Caffé — Tahlia,Urth Caffé — Tahlia,عام,مقهى,4.3,15244,24.7056855,46.7056411,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
438,حي السليمانية,مجلس المضياف,مجلس المضياف,عام,مقهى,4.1,801,24.6850195,46.6986154,"العليا،، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
439,حي السليمانية,ماتادور كافي ولونج Matador Cafe & Lounge,ماتادور كافي ولونج Matador Cafe & Lounge,عام,مقهى,4.1,1478,24.704209,46.7030969,"PP33+97، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
440,حي السليمانية,سكاي بار لاونج,سكاي بار لاونج,عام,مقهى,3.7,800,24.7011997,46.6943947,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
441,حي السليمانية,بتيل,بتيل,عام,مقهى,4.6,11157,24.6998389,46.6908404,"Tahlia Street, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
442,حي السليمانية,Ramira cafe 2 - راميرا كافيه التحلية,Ramira cafe 2 - راميرا كافيه التحلية,عام,مقهى,4.4,557,24.703308,46.7007989,"al tahlia street، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
443,حي السليمانية,د.كيف كافيه,د.كيف كافيه,عام,مقهى,4.2,6504,24.6855165,46.7062272,"طريق مكة المكرمة، Abi Al Arab St, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
444,حي السليمانية,لاونج عشرين درجة,لاونج عشرين درجة,عام,مقهى,4.3,624,24.6867821,46.6812548,"طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
445,حي السليمانية,عنوان القهوة,عنوان القهوة,عام,مقهى,4,357,24.707217,46.688636,"شارع موسى بن نصير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
446,حي السليمانية,سفن بينز,سفن بينز,عام,مقهى,4.4,1028,24.7023921,46.6986851,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
447,حي السليمانية,دير يو,دير يو,عام,مقهى,4.2,1545,24.683796,46.7020156,"طريق مكة المكرمة الفرعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
448,حي السليمانية,مقهى وحلويات الدبلوماسي,مقهى وحلويات الدبلوماسي,عام,مقهى,4.2,468,24.6981998,46.6934996,"عبدالله بن سليمان الحمدان، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
449,حي السليمانية,مقهى فري,مقهى فري,عام,مقهى,4.8,55,24.7129198,46.683943,"7835-7933 المهندس مساعد العنقري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
450,حي السليمانية,Coffee Address | عنوان القهوة,Coffee Address | عنوان القهوة,عام,مقهى,4.1,276,24.712565,46.6998842,"طريق الملك عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
451,حي السليمانية,مقهى مروق كوفي / شيشة / أرجيلة,مقهى مروق كوفي / شيشة / أرجيلة,عام,مقهى,3.6,482,24.6909955,46.6898893,"MMRQ+9WX، الأمير سلطان، شارع الثلاثين، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
452,حي السليمانية,د.كيف كافيه,د.كيف كافيه,عام,مقهى,4.8,298,24.7012763,46.7047345,"حي, طريق الضباب, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
453,حي السليمانية,د.كيف,د.كيف,عام,مقهى,4.5,4232,24.6871594,46.683904,"طريق الملك فهد، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
454,حي السليمانية,Coffee Address | عنوان القهوة,Coffee Address | عنوان القهوة,عام,مقهى,4.3,119,24.6873125,46.7029375,"MPP3+W5, As Sulimaniyah 2327, 6414, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
455,حي السليمانية,كافي ان // CAFE !N‏,كافي ان // CAFE !N‏,عام,مقهى,4.2,430,24.6945893,46.6850591,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
456,حي السليمانية,الموال كافية,الموال كافية,عام,مقهى,4.1,765,24.7097371,46.7066552,"طريق الملك عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
457,حي السليمانية,Myst coffee house _ ميست كوفي هاوس,Myst coffee house _ ميست كوفي هاوس,عام,مقهى,4.6,230,24.7032828,46.7007057,"Mohammad bin طريق الملك عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
458,حي السليمانية,مطعم وكافيه ماربيا,مطعم وكافيه ماربيا,عام,مقهى,3.8,255,24.7077486,46.6987942,"شارع عبدالرحمن بن علي آل الشيخ، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
459,حي السليمانية,مطعم وكافيه رايدرز,مطعم وكافيه رايدرز,عام,مقهى,4.4,232,24.7020296,46.6959984,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
460,حي السليمانية,جاڤا كافيه,جاڤا كافيه,عام,مقهى,3.6,69,24.6914472,46.7139138,"MPR7+HHF، شارع ابي بكر الرازي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
461,حي السليمانية,V12 Cafe,V12 Cafe,عام,مقهى,3.9,38,24.6991469,46.6915387,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
462,حي السليمانية,برو كرو,برو كرو,عام,مقهى,4.6,328,24.7172713,46.6947913,"8304 King Abdul Aziz Branch Rd, 3962، حي السليمانية, RHSB8304, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
463,حي السليمانية,Kroran Restaurant - 楼兰 مطعم كروران,Kroran Restaurant - 楼兰 مطعم كروران,عام,مقهى,4.7,1267,24.7023878,46.6972925,"PM2W+XXF، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
464,حي السليمانية,مقهى ميرا,مقهى ميرا,عام,مقهى,3.7,30,24.7015553,46.6937514,"3906 طريق الأمير محمد بن عبدالعزيز، السليمانية، الرياض 12242 6540،",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
465,حي السليمانية,مقهى القهوة العربية,مقهى القهوة العربية,عام,مقهى,3.7,71,24.6917167,46.7075995,"MPR5+M2Q، شارع ابي بكر الرازي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
466,حي السليمانية,سنشري برجر,سنشري برجر,عام,برجر,4.4,12043,24.698376,46.6894068,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
467,حي السليمانية,فاير فلاي برجر,فاير فلاي برجر,عام,برجر,4.3,692,24.708591,46.6887596,"PM5Q+CFQ، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
468,حي السليمانية,برجر بوتيك,برجر بوتيك,عام,برجر,4.1,16844,24.7029535,46.6786015,"شارع موسى بن نصير، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
469,حي السليمانية,شيفز برجر | Chef's Burger,شيفز برجر | Chef's Burger,عام,برجر,4.6,155,24.6988277,46.7037796,"RHSA8082، 4005 شارع الأمير عبدالعزيز بن مساعد بن جلوي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
470,حي السليمانية,واقيو - كلاسيك برجر,واقيو - كلاسيك برجر,عام,برجر,4.1,5933,24.7029997,46.7059984,"PP34+6C، 2697 شارع الأمير عبدالعزيز بن مساعد بن جلوي, 8161، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
471,حي السليمانية,كورا برجر,كورا برجر,عام,برجر,4.3,1377,24.6899256,46.6823486,"7650 محمد الراعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
472,حي السليمانية,ERROR BURGER,ERROR BURGER,عام,برجر,4,537,24.7049718,46.6848128,"2983 شارع موسى بن نصير, 6920، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
473,حي السليمانية,وهمي,وهمي,عام,برجر,4.5,12317,24.7028012,46.6978806,"طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
474,حي السليمانية,نفر مايند,نفر مايند,عام,برجر,4.3,6326,24.704873,46.6845919,"PM3M+J4H، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
475,حي السليمانية,BeefShots Burger | بيف شوتس برجر,BeefShots Burger | بيف شوتس برجر,عام,برجر,4.9,809,24.7037797,46.7022956,"Almaz Plaza, طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
476,حي السليمانية,برجر 12,برجر 12,عام,برجر,3.8,851,24.6865271,46.6806202,"MMPJ+J69، طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
477,حي السليمانية,دبليو بي جي,دبليو بي جي,عام,برجر,4.7,1250,24.6922314,46.6862164,"2250 رقم 38، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
478,حي السليمانية,برجر كنج,برجر كنج,عام,برجر,4.1,2758,24.6804681,46.7005403,"Ibnal Imam، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
479,حي السليمانية,برجر كنج,برجر كنج,عام,برجر,4.4,830,24.712201,46.698128,"Near Rejam Pharmacy, شارع الامير ممدوح بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
480,حي السليمانية,برجر كنج,برجر كنج,عام,برجر,4.2,2077,24.682054,46.694857,"Near Aramex, طريق مكة المكرمة الفرعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
481,حي السليمانية,نابوب,نابوب,عام,برجر,4.7,726,24.6838375,46.7019206,"8079 طريق مكة المكرمة الفرعي، 2237, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
482,حي السليمانية,ممتاز جداً,ممتاز جداً,عام,برجر,4.7,788,24.701351,46.701753,"8327 العيينة, 3818، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
483,حي السليمانية,Here,Here,عام,برجر,4.1,194,24.6894751,46.686164,"MMQP+QFV Faisaliah Mall, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
484,حي السليمانية,بدز روود,بدز روود,عام,برجر,4.2,4430,24.6874162,46.681247,"مجمع المطاعم، طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
485,حي السليمانية,شيك شاك,شيك شاك,عام,برجر,4.5,799,24.6899662,46.6867455,"Al Faisaliah Mall, شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
486,حي السليمانية,ونديز,ونديز,عام,برجر,4.3,456,24.6921336,46.7011201,"شارع الأمير عبدالعزيز بن مساعد بن جلوي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
487,حي السليمانية,الب | ULB,الب | ULB,عام,برجر,4,222,24.7056662,46.6866362,"PM4P+7MQ, RHOA3179، 3179 موسى بن نصير، 7021،, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
488,حي السليمانية,فايف جايز,فايف جايز,عام,برجر,4.1,4562,24.7050139,46.7027371,"4774 طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
489,حي السليمانية,Nevermind نيڤر مايند,Nevermind نيڤر مايند,عام,برجر,4.9,8,24.6913905,46.7141642,"6922 مكة المكرمة الفرعي، RHSB3544، 3544، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
490,حي السليمانية,كوبو,كوبو,عام,برجر,4.2,3190,24.7020349,46.6812326,"6639 شارع العليا، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
491,حي السليمانية,برغرايززر,برغرايززر,عام,برجر,4.2,950,24.690945,46.709427,"6833 شارع ابي بكر الرازي،، As Sulimaniyah, 3043 6833 Riyadh SA, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
492,حي السليمانية,Burger Queen,Burger Queen,عام,برجر,2.1,81,24.6917652,46.6927816,"2957 طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
